pan, gain, left, right
76, 77, 0.603, 0.772
76, 78, 0.614, 0.777
76, 79, 0.62, 0.788
76, 80, 0.636, 0.799
76, 81, 0.641, 0.81
76, 82, 0.652, 0.821
76, 83, 0.663, 0.826
76, 84, 0.668, 0.837
76, 85, 0.679, 0.848
76, 86, 0.69, 0.859
76, 87, 0.701, 0.864
76, 88, 0.712, 0.875
76, 89, 0.717, 0.886
76, 90, 0.728, 0.897
76, 91, 0.739, 0.902
76, 92, 0.75, 0.913
76, 93, 0.755, 0.924
76, 94, 0.766, 0.935
76, 95, 0.777, 0.946
76, 96, 0.788, 0.951
76, 97, 0.799, 0.962
76, 98, 0.804, 0.973
76, 99, 0.815, 0.984
77, 0, 0.0, 0.0
77, 2, 0.0, 0.0
77, 3, 0.0, 0.0
77, 4, 0.0, 0.0
77, 5, 0.0, 0.0
77, 6, 0.0, 0.0
77, 7, 0.0, 0.0
77, 8, 0.0, 0.0
77, 9, 0.0, 0.0
77, 10, 0.0, 0.0
77, 11, 0.0, 0.0
77, 12, 0.0, 0.0
77, 13, 0.0, 0.0
77, 14, 0.0, 0.0
77, 15, 0.0, 0.0
77, 16, 0.0, 0.202
77, 17, 0.0, 0.202
77, 18, 0.0, 0.202
77, 19, 0.0, 0.202
77, 20, 0.0, 0.202
77, 21, 0.0, 0.202
77, 22, 0.0, 0.202
77, 23, 0.0, 0.265
77, 24, 0.0, 0.265
77, 25, 0.202, 0.265
77, 26, 0.202, 0.265
77, 27, 0.202, 0.301
77, 28, 0.202, 0.301
77, 29, 0.202, 0.301
77, 30, 0.202, 0.301
77, 31, 0.202, 0.326
77, 32, 0.265, 0.326
77, 33, 0.265, 0.347
77, 34, 0.265, 0.347
77, 35, 0.265, 0.362
77, 36, 0.265, 0.377
77, 37, 0.301, 0.377
77, 38, 0.301, 0.389
77, 39, 0.301, 0.398
77, 40, 0.326, 0.408
77, 41, 0.326, 0.418
77, 42, 0.347, 0.425
77, 43, 0.347, 0.432
77, 44, 0.362, 0.444
77, 45, 0.362, 0.452
77, 46, 0.377, 0.461
77, 47, 0.389, 0.471
77, 48, 0.398, 0.478
77, 49, 0.408, 0.488
77, 50, 0.418, 0.495
77, 51, 0.425, 0.511
77, 52, 0.432, 0.527
77, 53, 0.439, 0.538
77, 54, 0.444, 0.549
77, 55, 0.444, 0.56
77, 56, 0.452, 0.571
77, 57, 0.456, 0.576
77, 58, 0.461, 0.587
77, 59, 0.461, 0.598
77, 60, 0.466, 0.603
77, 61, 0.471, 0.614
77, 62, 0.476, 0.625
77, 63, 0.483, 0.636
77, 64, 0.488, 0.647
77, 65, 0.49, 0.652
77, 66, 0.495, 0.663
77, 67, 0.498, 0.674
77, 68, 0.511, 0.685
77, 69, 0.516, 0.696
77, 70, 0.527, 0.701
77, 71, 0.533, 0.712
77, 72, 0.549, 0.723
77, 73, 0.56, 0.734
77, 74, 0.565, 0.739
77, 75, 0.571, 0.75
77, 76, 0.582, 0.761
77, 77, 0.592, 0.772
77, 78, 0.603, 0.777
77, 79, 0.614, 0.788
77, 80, 0.62, 0.799
77, 81, 0.636, 0.81
77, 82, 0.647, 0.821
77, 83, 0.652, 0.826
77, 84, 0.663, 0.837
77, 85, 0.668, 0.848
77, 86, 0.685, 0.859
77, 87, 0.69, 0.87
77, 88, 0.701, 0.875
77, 89, 0.712, 0.886
77, 90, 0.717, 0.897
77, 91, 0.728, 0.902
77, 92, 0.739, 0.913
77, 93, 0.75, 0.924
77, 94, 0.761, 0.935
77, 95, 0.766, 0.946
77, 96, 0.777, 0.957
77, 97, 0.788, 0.962
77, 98, 0.799, 0.973
77, 99, 0.81, 0.984
78, 0, 0.0, 0.0
78, 2, 0.0, 0.0
78, 3, 0.0, 0.0
78, 4, 0.0, 0.0
78, 5, 0.0, 0.0
78, 6, 0.0, 0.0
78, 7, 0.0, 0.0
78, 8, 0.0, 0.0
78, 9, 0.0, 0.0
78, 10, 0.0, 0.0
78, 11, 0.0, 0.0
78, 12, 0.0, 0.0
78, 13, 0.0, 0.0
78, 14, 0.0, 0.0
78, 15, 0.0, 0.0
78, 16, 0.0, 0.202
78, 17, 0.0, 0.202
78, 18, 0.0, 0.202
78, 19, 0.0, 0.202
78, 20, 0.0, 0.202
78, 21, 0.0, 0.202
78, 22, 0.0, 0.202
78, 23, 0.0, 0.265
78, 24, 0.0, 0.265
78, 25, 0.202, 0.265
78, 26, 0.202, 0.265
78, 27, 0.202, 0.301
78, 28, 0.202, 0.301
78, 29, 0.202, 0.301
78, 30, 0.202, 0.326
78, 31, 0.202, 0.326
78, 32, 0.202, 0.326
78, 33, 0.265, 0.347
78, 34, 0.265, 0.347
78, 35, 0.265, 0.362
78, 36, 0.265, 0.377
78, 37, 0.301, 0.377
78, 38, 0.301, 0.389
78, 39, 0.301, 0.398
78, 40, 0.326, 0.408
78, 41, 0.326, 0.418
78, 42, 0.347, 0.425
78, 43, 0.347, 0.432
78, 44, 0.362, 0.444
78, 45, 0.362, 0.452
78, 46, 0.377, 0.461
78, 47, 0.389, 0.471
78, 48, 0.389, 0.478
78, 49, 0.398, 0.488
78, 50, 0.408, 0.495
78, 51, 0.418, 0.511
78, 52, 0.432, 0.527
78, 53, 0.432, 0.538
78, 54, 0.439, 0.549
78, 55, 0.444, 0.56
78, 56, 0.444, 0.571
78, 57, 0.452, 0.576
78, 58, 0.456, 0.587
78, 59, 0.461, 0.598
78, 60, 0.466, 0.603
78, 61, 0.471, 0.62
78, 62, 0.476, 0.625
78, 63, 0.478, 0.636
78, 64, 0.483, 0.647
78, 65, 0.488, 0.652
78, 66, 0.49, 0.663
78, 67, 0.495, 0.679
78, 68, 0.5, 0.685
78, 69, 0.511, 0.696
78, 70, 0.522, 0.707
78, 71, 0.527, 0.717
78, 72, 0.538, 0.723
78, 73, 0.549, 0.734
78, 74, 0.56, 0.745
78, 75, 0.571, 0.755
78, 76, 0.576, 0.761
78, 77, 0.587, 0.772
78, 78, 0.598, 0.783
78, 79, 0.603, 0.788
78, 80, 0.614, 0.799
78, 81, 0.625, 0.81
78, 82, 0.636, 0.821
78, 83, 0.647, 0.832
78, 84, 0.652, 0.837
78, 85, 0.663, 0.848
78, 86, 0.674, 0.859
78, 87, 0.685, 0.87
78, 88, 0.696, 0.88
78, 89, 0.707, 0.891
78, 90, 0.712, 0.897
78, 91, 0.723, 0.908
78, 92, 0.734, 0.918
78, 93, 0.745, 0.929
78, 94, 0.75, 0.935
78, 95, 0.761, 0.946
78, 96, 0.772, 0.957
78, 97, 0.783, 0.967
78, 98, 0.788, 0.973
78, 99, 0.799, 0.984
79, 0, 0.0, 0.0
79, 2, 0.0, 0.0
79, 3, 0.0, 0.0
79, 4, 0.0, 0.0
79, 5, 0.0, 0.0
79, 6, 0.0, 0.0
79, 7, 0.0, 0.0
79, 8, 0.0, 0.0
79, 9, 0.0, 0.0
79, 10, 0.0, 0.0
79, 11, 0.0, 0.0
79, 12, 0.0, 0.0
79, 13, 0.0, 0.0
79, 14, 0.0, 0.0
79, 15, 0.0, 0.0
79, 16, 0.0, 0.202
79, 17, 0.0, 0.202
79, 18, 0.0, 0.202
79, 19, 0.0, 0.202
79, 20, 0.0, 0.202
79, 21, 0.0, 0.202
79, 22, 0.0, 0.202
79, 23, 0.0, 0.265
79, 24, 0.0, 0.265
79, 25, 0.202, 0.265
79, 26, 0.202, 0.265
79, 27, 0.202, 0.301
79, 28, 0.202, 0.301
79, 29, 0.202, 0.301
79, 30, 0.202, 0.326
79, 31, 0.202, 0.326
79, 32, 0.202, 0.326
79, 33, 0.265, 0.347
79, 34, 0.265, 0.347
79, 35, 0.265, 0.362
79, 36, 0.265, 0.377
79, 37, 0.301, 0.377
79, 38, 0.301, 0.389
79, 39, 0.301, 0.398
79, 40, 0.326, 0.408
79, 41, 0.326, 0.418
79, 42, 0.326, 0.425
79, 43, 0.347, 0.432
79, 44, 0.347, 0.444
79, 45, 0.362, 0.452
79, 46, 0.377, 0.461
79, 47, 0.377, 0.471
79, 48, 0.389, 0.478
79, 49, 0.398, 0.488
79, 50, 0.408, 0.498
79, 51, 0.418, 0.511
79, 52, 0.425, 0.527
79, 53, 0.432, 0.538
79, 54, 0.432, 0.554
79, 55, 0.439, 0.56
79, 56, 0.444, 0.571
79, 57, 0.452, 0.576
79, 58, 0.452, 0.587
79, 59, 0.456, 0.603
79, 60, 0.461, 0.609
79, 61, 0.466, 0.62
79, 62, 0.471, 0.63
79, 63, 0.476, 0.636
79, 64, 0.478, 0.647
79, 65, 0.483, 0.658
79, 66, 0.488, 0.668
79, 67, 0.49, 0.679
79, 68, 0.498, 0.685
79, 69, 0.5, 0.696
79, 70, 0.511, 0.707
79, 71, 0.522, 0.717
79, 72, 0.527, 0.723
79, 73, 0.538, 0.734
79, 74, 0.554, 0.745
79, 75, 0.56, 0.755
79, 76, 0.571, 0.761
79, 77, 0.576, 0.772
79, 78, 0.587, 0.783
79, 79, 0.598, 0.793
79, 80, 0.603, 0.804
79, 81, 0.62, 0.81
79, 82, 0.625, 0.821
79, 83, 0.636, 0.832
79, 84, 0.647, 0.842
79, 85, 0.658, 0.853
79, 86, 0.668, 0.859
79, 87, 0.679, 0.87
79, 88, 0.685, 0.88
79, 89, 0.696, 0.891
79, 90, 0.707, 0.897
79, 91, 0.717, 0.908
79, 92, 0.723, 0.918
79, 93, 0.734, 0.929
79, 94, 0.745, 0.94
79, 95, 0.755, 0.946
79, 96, 0.761, 0.957
79, 97, 0.772, 0.967
79, 98, 0.783, 0.978
79, 99, 0.793, 0.984
80, 0, 0.0, 0.0
80, 2, 0.0, 0.0
80, 3, 0.0, 0.0
80, 4, 0.0, 0.0
80, 5, 0.0, 0.0
80, 6, 0.0, 0.0
80, 7, 0.0, 0.0
80, 8, 0.0, 0.0
80, 9, 0.0, 0.0
80, 10, 0.0, 0.0
80, 11, 0.0, 0.0
80, 12, 0.0, 0.0
80, 13, 0.0, 0.0
80, 14, 0.0, 0.0
80, 15, 0.0, 0.0
80, 16, 0.0, 0.202
80, 17, 0.0, 0.202
80, 18, 0.0, 0.202
80, 19, 0.0, 0.202
80, 20, 0.0, 0.202
80, 21, 0.0, 0.202
80, 22, 0.0, 0.202
80, 23, 0.0, 0.265
80, 24, 0.0, 0.265
80, 25, 0.0, 0.265
80, 26, 0.202, 0.265
80, 27, 0.202, 0.301
80, 28, 0.202, 0.301
80, 29, 0.202, 0.301
80, 30, 0.202, 0.326
80, 31, 0.202, 0.326
80, 32, 0.202, 0.326
80, 33, 0.265, 0.347
80, 34, 0.265, 0.347
80, 35, 0.265, 0.362
80, 36, 0.265, 0.377
80, 37, 0.265, 0.377
80, 38, 0.301, 0.389
80, 39, 0.301, 0.398
80, 40, 0.301, 0.408
80, 41, 0.326, 0.418
80, 42, 0.326, 0.425
80, 43, 0.347, 0.432
80, 44, 0.347, 0.444
80, 45, 0.362, 0.452
80, 46, 0.362, 0.461
80, 47, 0.377, 0.471
80, 48, 0.389, 0.478
80, 49, 0.398, 0.488
80, 50, 0.398, 0.498
80, 51, 0.408, 0.516
80, 52, 0.425, 0.533
80, 53, 0.425, 0.538
80, 54, 0.432, 0.554
80, 55, 0.432, 0.565
80, 56, 0.439, 0.571
80, 57, 0.444, 0.582
80, 58, 0.452, 0.592
80, 59, 0.452, 0.603
80, 60, 0.456, 0.609
80, 61, 0.461, 0.62
80, 62, 0.466, 0.63
80, 63, 0.471, 0.641
80, 64, 0.476, 0.647
80, 65, 0.478, 0.658
80, 66, 0.483, 0.668
80, 67, 0.488, 0.679
80, 68, 0.49, 0.69
80, 69, 0.498, 0.696
80, 70, 0.5, 0.707
80, 71, 0.511, 0.717
80, 72, 0.522, 0.728
80, 73, 0.527, 0.734
80, 74, 0.538, 0.745
80, 75, 0.554, 0.755
80, 76, 0.565, 0.766
80, 77, 0.571, 0.772
80, 78, 0.576, 0.783
80, 79, 0.587, 0.793
80, 80, 0.598, 0.804
80, 81, 0.609, 0.815
80, 82, 0.62, 0.821
80, 83, 0.625, 0.832
80, 84, 0.636, 0.842
80, 85, 0.647, 0.853
80, 86, 0.658, 0.864
80, 87, 0.668, 0.87
80, 88, 0.679, 0.88
80, 89, 0.69, 0.891
80, 90, 0.696, 0.902
80, 91, 0.707, 0.908
80, 92, 0.717, 0.918
80, 93, 0.723, 0.929
80, 94, 0.734, 0.94
80, 95, 0.745, 0.951
80, 96, 0.755, 0.957
80, 97, 0.766, 0.967
80, 98, 0.772, 0.978
80, 99, 0.783, 0.989
81, 0, 0.0, 0.0
81, 2, 0.0, 0.0
81, 3, 0.0, 0.0
81, 4, 0.0, 0.0
81, 5, 0.0, 0.0
81, 6, 0.0, 0.0
81, 7, 0.0, 0.0
81, 8, 0.0, 0.0
81, 9, 0.0, 0.0
81, 10, 0.0, 0.0
81, 11, 0.0, 0.0
81, 12, 0.0, 0.0
81, 13, 0.0, 0.0
81, 14, 0.0, 0.0
81, 15, 0.0, 0.0
81, 16, 0.0, 0.202
81, 17, 0.0, 0.202
81, 18, 0.0, 0.202
81, 19, 0.0, 0.202
81, 20, 0.0, 0.202
81, 21, 0.0, 0.202
81, 22, 0.0, 0.202
81, 23, 0.0, 0.265
81, 24, 0.0, 0.265
81, 25, 0.0, 0.265
81, 26, 0.202, 0.265
81, 27, 0.202, 0.301
81, 28, 0.202, 0.301
81, 29, 0.202, 0.301
81, 30, 0.202, 0.326
81, 31, 0.202, 0.326
81, 32, 0.202, 0.326
81, 33, 0.202, 0.347
81, 34, 0.265, 0.347
81, 35, 0.265, 0.362
81, 36, 0.265, 0.377
81, 37, 0.265, 0.377
81, 38, 0.301, 0.389
81, 39, 0.301, 0.398
81, 40, 0.301, 0.408
81, 41, 0.326, 0.418
81, 42, 0.326, 0.425
81, 43, 0.326, 0.439
81, 44, 0.347, 0.444
81, 45, 0.347, 0.452
81, 46, 0.362, 0.461
81, 47, 0.377, 0.471
81, 48, 0.377, 0.478
81, 49, 0.389, 0.488
81, 50, 0.398, 0.498
81, 51, 0.408, 0.516
81, 52, 0.418, 0.533
81, 53, 0.425, 0.538
81, 54, 0.425, 0.554
81, 55, 0.432, 0.565
81, 56, 0.432, 0.571
81, 57, 0.439, 0.582
81, 58, 0.444, 0.592
81, 59, 0.452, 0.603
81, 60, 0.452, 0.609
81, 61, 0.456, 0.62
81, 62, 0.461, 0.63
81, 63, 0.466, 0.641
81, 64, 0.471, 0.652
81, 65, 0.476, 0.658
81, 66, 0.478, 0.668
81, 67, 0.483, 0.679
81, 68, 0.488, 0.69
81, 69, 0.495, 0.701
81, 70, 0.498, 0.707
81, 71, 0.5, 0.717
81, 72, 0.516, 0.728
81, 73, 0.522, 0.739
81, 74, 0.533, 0.745
81, 75, 0.538, 0.755
81, 76, 0.554, 0.766
81, 77, 0.565, 0.777
81, 78, 0.571, 0.783
81, 79, 0.582, 0.793
81, 80, 0.587, 0.804
81, 81, 0.603, 0.815
81, 82, 0.609, 0.821
81, 83, 0.62, 0.837
81, 84, 0.63, 0.842
81, 85, 0.636, 0.853
81, 86, 0.647, 0.864
81, 87, 0.658, 0.87
81, 88, 0.668, 0.88
81, 89, 0.679, 0.891
81, 90, 0.685, 0.902
81, 91, 0.696, 0.913
81, 92, 0.707, 0.918
81, 93, 0.717, 0.929
81, 94, 0.728, 0.94
81, 95, 0.734, 0.951
81, 96, 0.745, 0.962
81, 97, 0.755, 0.967
81, 98, 0.766, 0.978
81, 99, 0.772, 0.989
82, 0, 0.0, 0.0
82, 2, 0.0, 0.0
82, 3, 0.0, 0.0
82, 4, 0.0, 0.0
82, 5, 0.0, 0.0
82, 6, 0.0, 0.0
82, 7, 0.0, 0.0
82, 8, 0.0, 0.0
82, 9, 0.0, 0.0
82, 10, 0.0, 0.0
82, 11, 0.0, 0.0
82, 12, 0.0, 0.0
82, 13, 0.0, 0.0
82, 14, 0.0, 0.0
82, 15, 0.0, 0.0
82, 16, 0.0, 0.202
82, 17, 0.0, 0.202
82, 18, 0.0, 0.202
82, 19, 0.0, 0.202
82, 20, 0.0, 0.202
82, 21, 0.0, 0.202
82, 22, 0.0, 0.202
82, 23, 0.0, 0.265
82, 24, 0.0, 0.265
82, 25, 0.0, 0.265
82, 26, 0.0, 0.265
82, 27, 0.202, 0.301
82, 28, 0.202, 0.301
82, 29, 0.202, 0.301
82, 30, 0.202, 0.326
82, 31, 0.202, 0.326
82, 32, 0.202, 0.326
82, 33, 0.202, 0.347
82, 34, 0.265, 0.347
82, 35, 0.265, 0.362
82, 36, 0.265, 0.377
82, 37, 0.265, 0.377
82, 38, 0.265, 0.389
82, 39, 0.301, 0.398
82, 40, 0.301, 0.408
82, 41, 0.301, 0.418
82, 42, 0.326, 0.425
82, 43, 0.326, 0.439
82, 44, 0.347, 0.444
82, 45, 0.347, 0.456
82, 46, 0.362, 0.461
82, 47, 0.362, 0.471
82, 48, 0.377, 0.478
82, 49, 0.389, 0.49
82, 50, 0.398, 0.498
82, 51, 0.398, 0.516
82, 52, 0.408, 0.533
82, 53, 0.418, 0.549
82, 54, 0.425, 0.554
82, 55, 0.425, 0.565
82, 56, 0.432, 0.571
82, 57, 0.432, 0.582
82, 58, 0.439, 0.592
82, 59, 0.444, 0.603
82, 60, 0.452, 0.614
82, 61, 0.452, 0.62
82, 62, 0.456, 0.63
82, 63, 0.461, 0.641
82, 64, 0.466, 0.652
82, 65, 0.471, 0.663
82, 66, 0.476, 0.668
82, 67, 0.478, 0.679
82, 68, 0.483, 0.69
82, 69, 0.488, 0.701
82, 70, 0.49, 0.712
82, 71, 0.498, 0.717
82, 72, 0.5, 0.728
82, 73, 0.511, 0.739
82, 74, 0.522, 0.745
82, 75, 0.527, 0.755
82, 76, 0.538, 0.766
82, 77, 0.554, 0.777
82, 78, 0.565, 0.788
82, 79, 0.571, 0.793
82, 80, 0.576, 0.804
82, 81, 0.587, 0.815
82, 82, 0.598, 0.826
82, 83, 0.609, 0.837
82, 84, 0.62, 0.842
82, 85, 0.63, 0.853
82, 86, 0.636, 0.864
82, 87, 0.647, 0.875
82, 88, 0.658, 0.88
82, 89, 0.668, 0.891
82, 90, 0.679, 0.902
82, 91, 0.685, 0.913
82, 92, 0.696, 0.924
82, 93, 0.707, 0.929
82, 94, 0.717, 0.94
82, 95, 0.723, 0.951
82, 96, 0.734, 0.962
82, 97, 0.745, 0.967
82, 98, 0.755, 0.978
82, 99, 0.761, 0.989
83, 0, 0.0, 0.0
83, 2, 0.0, 0.0
83, 3, 0.0, 0.0
83, 4, 0.0, 0.0
83, 5, 0.0, 0.0
83, 6, 0.0, 0.0
83, 7, 0.0, 0.0
83, 8, 0.0, 0.0
83, 9, 0.0, 0.0
83, 10, 0.0, 0.0
83, 11, 0.0, 0.0
83, 12, 0.0, 0.0
83, 13, 0.0, 0.0
83, 14, 0.0, 0.0
83, 15, 0.0, 0.0
83, 16, 0.0, 0.202
83, 17, 0.0, 0.202
83, 18, 0.0, 0.202
83, 19, 0.0, 0.202
83, 20, 0.0, 0.202
83, 21, 0.0, 0.202
83, 22, 0.0, 0.202
83, 23, 0.0, 0.265
83, 24, 0.0, 0.265
83, 25, 0.0, 0.265
83, 26, 0.0, 0.265
83, 27, 0.202, 0.301
83, 28, 0.202, 0.301
83, 29, 0.202, 0.301
83, 30, 0.202, 0.326
83, 31, 0.202, 0.326
83, 32, 0.202, 0.326
83, 33, 0.202, 0.347
83, 34, 0.202, 0.347
83, 35, 0.265, 0.362
83, 36, 0.265, 0.377
83, 37, 0.265, 0.389
83, 38, 0.265, 0.389
83, 39, 0.301, 0.398
83, 40, 0.301, 0.408
83, 41, 0.301, 0.418
83, 42, 0.326, 0.425
83, 43, 0.326, 0.439
83, 44, 0.326, 0.444
83, 45, 0.347, 0.456
83, 46, 0.347, 0.461
83, 47, 0.362, 0.471
83, 48, 0.377, 0.478
83, 49, 0.377, 0.49
83, 50, 0.389, 0.498
83, 51, 0.398, 0.516
83, 52, 0.408, 0.533
83, 53, 0.408, 0.549
83, 54, 0.418, 0.554
83, 55, 0.418, 0.565
83, 56, 0.425, 0.571
83, 57, 0.432, 0.582
83, 58, 0.432, 0.592
83, 59, 0.439, 0.603
83, 60, 0.444, 0.614
83, 61, 0.444, 0.62
83, 62, 0.452, 0.636
83, 63, 0.456, 0.641
83, 64, 0.461, 0.652
83, 65, 0.466, 0.663
83, 66, 0.471, 0.668
83, 67, 0.476, 0.685
83, 68, 0.478, 0.69
83, 69, 0.483, 0.701
83, 70, 0.488, 0.712
83, 71, 0.49, 0.717
83, 72, 0.498, 0.728
83, 73, 0.5, 0.739
83, 74, 0.511, 0.75
83, 75, 0.522, 0.761
83, 76, 0.527, 0.766
83, 77, 0.538, 0.777
83, 78, 0.554, 0.788
83, 79, 0.56, 0.799
83, 80, 0.571, 0.804
83, 81, 0.576, 0.815
83, 82, 0.587, 0.826
83, 83, 0.598, 0.837
83, 84, 0.609, 0.842
83, 85, 0.62, 0.853
83, 86, 0.625, 0.864
83, 87, 0.636, 0.875
83, 88, 0.647, 0.886
83, 89, 0.658, 0.891
83, 90, 0.668, 0.902
83, 91, 0.679, 0.913
83, 92, 0.685, 0.924
83, 93, 0.696, 0.935
83, 94, 0.707, 0.94
83, 95, 0.717, 0.951
83, 96, 0.723, 0.962
83, 97, 0.734, 0.973
83, 98, 0.745, 0.978
83, 99, 0.755, 0.989
84, 0, 0.0, 0.0
84, 2, 0.0, 0.0
84, 3, 0.0, 0.0
84, 4, 0.0, 0.0
84, 5, 0.0, 0.0
84, 6, 0.0, 0.0
84, 7, 0.0, 0.0
84, 8, 0.0, 0.0
84, 9, 0.0, 0.0
84, 10, 0.0, 0.0
84, 11, 0.0, 0.0
84, 12, 0.0, 0.0
84, 13, 0.0, 0.0
84, 14, 0.0, 0.0
84, 15, 0.0, 0.0
84, 16, 0.0, 0.202
84, 17, 0.0, 0.202
84, 18, 0.0, 0.202
84, 19, 0.0, 0.202
84, 20, 0.0, 0.202
84, 21, 0.0, 0.202
84, 22, 0.0, 0.202
84, 23, 0.0, 0.265
84, 24, 0.0, 0.265
84, 25, 0.0, 0.265
84, 26, 0.0, 0.265
84, 27, 0.0, 0.301
84, 28, 0.202, 0.301
84, 29, 0.202, 0.301
84, 30, 0.202, 0.326
84, 31, 0.202, 0.326
84, 32, 0.202, 0.326
84, 33, 0.202, 0.347
84, 34, 0.202, 0.362
84, 35, 0.202, 0.362
84, 36, 0.265, 0.377
84, 37, 0.265, 0.389
84, 38, 0.265, 0.389
84, 39, 0.265, 0.398
84, 40, 0.301, 0.408
84, 41, 0.301, 0.418
84, 42, 0.301, 0.425
84, 43, 0.326, 0.439
84, 44, 0.326, 0.444
84, 45, 0.347, 0.456
84, 46, 0.347, 0.461
84, 47, 0.362, 0.471
84, 48, 0.362, 0.483
84, 49, 0.377, 0.49
84, 50, 0.389, 0.498
84, 51, 0.389, 0.516
84, 52, 0.398, 0.533
84, 53, 0.408, 0.549
84, 54, 0.408, 0.56
84, 55, 0.418, 0.565
84, 56, 0.418, 0.571
84, 57, 0.425, 0.582
84, 58, 0.432, 0.598
84, 59, 0.432, 0.603
84, 60, 0.439, 0.614
84, 61, 0.444, 0.62
84, 62, 0.444, 0.636
84, 63, 0.452, 0.647
84, 64, 0.456, 0.652
84, 65, 0.461, 0.663
84, 66, 0.466, 0.674
84, 67, 0.471, 0.685
84, 68, 0.476, 0.69
84, 69, 0.478, 0.701
84, 70, 0.483, 0.712
84, 71, 0.488, 0.717
84, 72, 0.49, 0.728
84, 73, 0.495, 0.739
84, 74, 0.5, 0.75
84, 75, 0.511, 0.761
84, 76, 0.516, 0.766
84, 77, 0.527, 0.777
84, 78, 0.538, 0.788
84, 79, 0.549, 0.799
84, 80, 0.56, 0.81
84, 81, 0.571, 0.815
84, 82, 0.576, 0.826
84, 83, 0.587, 0.837
84, 84, 0.598, 0.848
84, 85, 0.603, 0.859
84, 86, 0.62, 0.864
84, 87, 0.625, 0.875
84, 88, 0.636, 0.886
84, 89, 0.647, 0.897
84, 90, 0.652, 0.902
84, 91, 0.663, 0.913
84, 92, 0.674, 0.924
84, 93, 0.685, 0.935
84, 94, 0.696, 0.94
84, 95, 0.707, 0.951
84, 96, 0.712, 0.962
84, 97, 0.723, 0.973
84, 98, 0.734, 0.978
84, 99, 0.745, 0.989
85, 0, 0.0, 0.0
85, 2, 0.0, 0.0
85, 3, 0.0, 0.0
85, 4, 0.0, 0.0
85, 5, 0.0, 0.0
85, 6, 0.0, 0.0
85, 7, 0.0, 0.0
85, 8, 0.0, 0.0
85, 9, 0.0, 0.0
85, 10, 0.0, 0.0
85, 11, 0.0, 0.0
85, 12, 0.0, 0.0
85, 13, 0.0, 0.0
85, 14, 0.0, 0.0
85, 15, 0.0, 0.0
85, 16, 0.0, 0.202
85, 17, 0.0, 0.202
85, 18, 0.0, 0.202
85, 19, 0.0, 0.202
85, 20, 0.0, 0.202
85, 21, 0.0, 0.202
85, 22, 0.0, 0.202
85, 23, 0.0, 0.265
85, 24, 0.0, 0.265
85, 25, 0.0, 0.265
85, 26, 0.0, 0.265
85, 27, 0.0, 0.301
85, 28, 0.0, 0.301
85, 29, 0.202, 0.301
85, 30, 0.202, 0.326
85, 31, 0.202, 0.326
85, 32, 0.202, 0.347
85, 33, 0.202, 0.347
85, 34, 0.202, 0.362
85, 35, 0.202, 0.362
85, 36, 0.265, 0.377
85, 37, 0.265, 0.389
85, 38, 0.265, 0.389
85, 39, 0.265, 0.398
85, 40, 0.265, 0.408
85, 41, 0.301, 0.418
85, 42, 0.301, 0.432
85, 43, 0.301, 0.439
85, 44, 0.326, 0.444
85, 45, 0.326, 0.456
85, 46, 0.347, 0.466
85, 47, 0.347, 0.476
85, 48, 0.362, 0.483
85, 49, 0.362, 0.49
85, 50, 0.377, 0.5
85, 51, 0.389, 0.516
85, 52, 0.398, 0.533
85, 53, 0.398, 0.549
85, 54, 0.408, 0.56
85, 55, 0.408, 0.571
85, 56, 0.418, 0.576
85, 57, 0.418, 0.587
85, 58, 0.425, 0.598
85, 59, 0.425, 0.603
85, 60, 0.432, 0.614
85, 61, 0.439, 0.625
85, 62, 0.439, 0.636
85, 63, 0.444, 0.647
85, 64, 0.452, 0.652
85, 65, 0.456, 0.663
85, 66, 0.461, 0.674
85, 67, 0.461, 0.685
85, 68, 0.466, 0.69
85, 69, 0.471, 0.701
85, 70, 0.476, 0.712
85, 71, 0.483, 0.723
85, 72, 0.488, 0.734
85, 73, 0.49, 0.739
85, 74, 0.495, 0.75
85, 75, 0.498, 0.761
85, 76, 0.511, 0.772
85, 77, 0.516, 0.777
85, 78, 0.527, 0.788
85, 79, 0.533, 0.799
85, 80, 0.549, 0.81
85, 81, 0.56, 0.821
85, 82, 0.565, 0.826
85, 83, 0.571, 0.837
85, 84, 0.582, 0.848
85, 85, 0.592, 0.859
85, 86, 0.603, 0.87
85, 87, 0.614, 0.875
85, 88, 0.62, 0.886
85, 89, 0.636, 0.897
85, 90, 0.647, 0.908
85, 91, 0.652, 0.913
85, 92, 0.663, 0.924
85, 93, 0.674, 0.935
85, 94, 0.685, 0.946
85, 95, 0.696, 0.957
85, 96, 0.701, 0.962
85, 97, 0.712, 0.973
85, 98, 0.723, 0.984
85, 99, 0.734, 0.995
86, 0, 0.0, 0.0
86, 2, 0.0, 0.0
86, 3, 0.0, 0.0
86, 4, 0.0, 0.0
86, 5, 0.0, 0.0
86, 6, 0.0, 0.0
86, 7, 0.0, 0.0
86, 8, 0.0, 0.0
86, 9, 0.0, 0.0
86, 10, 0.0, 0.0
86, 11, 0.0, 0.0
86, 12, 0.0, 0.0
86, 13, 0.0, 0.0
86, 14, 0.0, 0.0
86, 15, 0.0, 0.0
86, 16, 0.0, 0.202
86, 17, 0.0, 0.202
86, 18, 0.0, 0.202
